year,type_of_violence,conflict_new_id,conflict_name,dyad_name,side_a,side_b,latitude,longitude,geom_wkt,country,best_est,high_est,low_est
2002,1,287,Burundi:Government,Government of Burundi - CNDD-FDD,Government of Burundi,CNDD-FDD,-4.167389,29.229933,POINT(29.229933 -4.167389),DR Congo (Zaire),3,3,3
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,17.183197,21.58862,POINT(21.58862 17.183197),Chad,44,44,44
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,17.917,19.111,POINT(19.111 17.917),Chad,4,20,4
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,18,19,POINT(19 18),Chad,1,1,1
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,18,19,POINT(19 18),Chad,0,40,0
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,18.16667,22.16667,POINT(22.16667 18.16667),Chad,51,51,51
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,18.16667,22.16667,POINT(22.16667 18.16667),Chad,125,125,125
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,18.16667,22.16667,POINT(22.16667 18.16667),Chad,64,64,64
2002,1,288,Chad:Government,Government of Chad - MDJT,Government of Chad,MDJT,19.169167,20.461111,POINT(20.461111 19.169167),Chad,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - ADF,Government of Uganda,ADF,0.124086,29.4175,POINT(29.4175 0.124086),DR Congo (Zaire),2,2,2
2002,1,314,Uganda:Government,Government of Uganda - ADF,Government of Uganda,ADF,0.65,29.883333,POINT(29.883333 0.65),DR Congo (Zaire),44,44,44
2002,1,314,Uganda:Government,Government of Uganda - ADF,Government of Uganda,ADF,1.02424,30.83141,POINT(30.83141 1.02424),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.08333,32.58333,POINT(32.58333 2.08333),Uganda,6,6,6
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.2,32.96667,POINT(32.96667 2.2),Uganda,10,12,10
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.29701,32.74402,POINT(32.74402 2.29701),Uganda,18,18,18
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.33333,33.1,POINT(33.1 2.33333),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.34624,32.08716,POINT(32.08716 2.34624),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.34624,32.08716,POINT(32.08716 2.34624),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.38129,32.50072,POINT(32.50072 2.38129),Uganda,16,16,16
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.452778,33.199444,POINT(33.199444 2.452778),Uganda,7,7,7
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.53492,31.83976,POINT(31.83976 2.53492),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.566667,31.8,POINT(31.8 2.566667),Uganda,2,18,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.59757,31.98528,POINT(31.98528 2.59757),Uganda,11,11,11
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.60028,33.149566,POINT(33.149566 2.60028),Uganda,14,14,14
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.616667,32.333333,POINT(32.333333 2.616667),Uganda,9,9,9
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.618011,32.937056,POINT(32.937056 2.618011),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.618011,32.937056,POINT(32.937056 2.618011),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.632519,32.520694,POINT(32.520694 2.632519),Uganda,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.6375,32.01472,POINT(32.01472 2.6375),Uganda,50,50,50
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.6375,32.01472,POINT(32.01472 2.6375),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.6375,32.01472,POINT(32.01472 2.6375),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.6375,32.01472,POINT(32.01472 2.6375),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.642181,33.273636,POINT(33.273636 2.642181),Uganda,7,7,7
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.686344,32.656739,POINT(32.656739 2.686344),Uganda,5,8,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.689116,33.006836,POINT(33.006836 2.689116),Uganda,15,15,15
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.69297,32.02513,POINT(32.02513 2.69297),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.701142,32.945144,POINT(32.945144 2.701142),Uganda,3,10,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.71917,33.49306,POINT(33.49306 2.71917),Uganda,12,12,12
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.744722,33.324167,POINT(33.324167 2.744722),Uganda,28,28,28
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.744722,33.324167,POINT(33.324167 2.744722),Uganda,27,27,27
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.75,32,POINT(32 2.75),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.75,32,POINT(32 2.75),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.75,32,POINT(32 2.75),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.75,32,POINT(32 2.75),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - ADF,Government of Uganda,ADF,2.766666,27.616666,POINT(27.616666 2.766666),DR Congo (Zaire),7,7,7
2002,1,314,Uganda:Government,Government of Uganda - ADF,Government of Uganda,ADF,2.766666,27.616666,POINT(27.616666 2.766666),DR Congo (Zaire),20,20,20
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.766667,32.305556,POINT(32.305556 2.766667),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.766667,32.305556,POINT(32.305556 2.766667),Uganda,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.7771,32.22146,POINT(32.22146 2.7771),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.804372,32.290158,POINT(32.290158 2.804372),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83265,32.47906,POINT(32.47906 2.83265),Uganda,9,9,9
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.33333,POINT(33.33333 2.83333),Uganda,14,14,14
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.08333,POINT(33.08333 2.83333),Uganda,12,12,12
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.08333,POINT(33.08333 2.83333),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.08333,POINT(33.08333 2.83333),Uganda,0,4,0
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.08333,POINT(33.08333 2.83333),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.08333,POINT(33.08333 2.83333),Uganda,12,12,12
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83333,33.08333,POINT(33.08333 2.83333),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.83646,32.08124,POINT(32.08124 2.83646),Uganda,3,6,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.87,32.180833,POINT(32.180833 2.87),Uganda,8,8,8
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.87,32.180833,POINT(32.180833 2.87),Uganda,32,32,32
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.880569,31.940869,POINT(31.940869 2.880569),Uganda,6,6,6
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.881944,32.450556,POINT(32.450556 2.881944),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.900001,32.95023,POINT(32.95023 2.900001),Uganda,5,18,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.92281,32.51524,POINT(32.51524 2.92281),Uganda,6,6,6
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.92281,32.51524,POINT(32.51524 2.92281),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.927167,32.429864,POINT(32.429864 2.927167),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.939722,32.943889,POINT(32.943889 2.939722),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,2.939722,32.943889,POINT(32.943889 2.939722),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32.5,POINT(32.5 3),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32.5,POINT(32.5 3),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32,POINT(32 3),Uganda,2,4,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32.5,POINT(32.5 3),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32.5,POINT(32.5 3),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32,POINT(32 3),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32,POINT(32 3),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32,POINT(32 3),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3,32.15,POINT(32.15 3),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.003056,32.344167,POINT(32.344167 3.003056),Uganda,15,15,15
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.01111,32.77389,POINT(32.77389 3.01111),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.01111,32.77389,POINT(32.77389 3.01111),Uganda,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.01111,32.77389,POINT(32.77389 3.01111),Uganda,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.030278,33.388889,POINT(33.388889 3.030278),Uganda,9,9,9
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.060466,32.909461,POINT(32.909461 3.060466),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.084547,32.845961,POINT(32.845961 3.084547),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.1,32.3,POINT(32.3 3.1),Uganda,16,16,16
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.245,32.141111,POINT(32.141111 3.245),Uganda,2,2,2
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.245,32.141111,POINT(32.141111 3.245),Uganda,8,8,8
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.26514,31.61589,POINT(31.61589 3.26514),Uganda,13,13,13
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.26514,31.61589,POINT(31.61589 3.26514),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.268208,33.054981,POINT(33.054981 3.268208),Uganda,13,13,13
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.278333,32.886667,POINT(32.886667 3.278333),Uganda,5,8,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.278333,32.886667,POINT(32.886667 3.278333),Uganda,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.33333,33.33333,POINT(33.33333 3.33333),Uganda,15,15,15
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,7,11,7
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,6,6,6
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,1,1,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,1,3,1
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,3,3,3
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,50,50,50
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.5,33,POINT(33 3.5),Uganda,5,5,5
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.55004,32.75057,POINT(32.75057 3.55004),Uganda,4,4,4
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.759444,33.036944,POINT(33.036944 3.759444),Uganda,66,66,66
2002,1,314,Uganda:Government,Government of Uganda - LRA,Government of Uganda,LRA,3.759444,33.036944,POINT(33.036944 3.759444),Uganda,6,8,6
2002,1,327,Angola:Government,Government of Angola - UNITA,Government of Angola,UNITA,-17.833333,23,POINT(23 -17.833333),Namibia,5,5,5
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,5.954172,43.554303,POINT(43.554303 5.954172),Ethiopia,0,24,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.163697,42.494589,POINT(42.494589 6.163697),Ethiopia,0,7,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.42778,46.04639,POINT(46.04639 6.42778),Ethiopia,0,9,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.454136,42.399339,POINT(42.399339 6.454136),Ethiopia,0,7,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.454136,42.399339,POINT(42.399339 6.454136),Ethiopia,0,13,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.506111,43.492222,POINT(43.492222 6.506111),Ethiopia,0,11,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.506111,43.492222,POINT(43.492222 6.506111),Ethiopia,0,2,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.543,44.903,POINT(44.903 6.543),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,6,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,2,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,13,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,14,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,6,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.74,44.27806,POINT(44.27806 6.74),Ethiopia,0,9,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.809386,44.807183,POINT(44.807183 6.809386),Ethiopia,0,9,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.809386,44.807183,POINT(44.807183 6.809386),Ethiopia,0,2,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.809386,44.807183,POINT(44.807183 6.809386),Ethiopia,0,11,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,6.86222,44.86611,POINT(44.86611 6.86222),Ethiopia,0,13,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,1,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,10,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,6,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,9,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,24,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,25,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,38,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,10,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7,44,POINT(44 7),Ethiopia,0,9,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.138281,44.223161,POINT(44.223161 7.138281),Ethiopia,0,7,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.138281,44.223161,POINT(44.223161 7.138281),Ethiopia,0,17,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.13833,44.15472,POINT(44.15472 7.13833),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.16667,44.61667,POINT(44.61667 7.16667),Ethiopia,0,4,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.216667,42.7,POINT(42.7 7.216667),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.36667,43.91667,POINT(43.91667 7.36667),Ethiopia,0,1,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.560831,42.963969,POINT(42.963969 7.560831),Ethiopia,0,3,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.560831,42.963969,POINT(42.963969 7.560831),Ethiopia,0,8,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,7.98333,43.01667,POINT(43.01667 7.98333),Ethiopia,0,9,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.13333,42.3,POINT(42.3 8.13333),Ethiopia,0,7,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,15,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,21,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,5,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,36,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,21,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,1,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.220556,43.557222,POINT(43.557222 8.220556),Ethiopia,0,7,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.256111,44.156667,POINT(44.156667 8.256111),Ethiopia,0,8,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.256111,44.156667,POINT(44.156667 8.256111),Ethiopia,0,16,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.256111,44.156667,POINT(44.156667 8.256111),Ethiopia,0,60,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.291172,43.924094,POINT(43.924094 8.291172),Ethiopia,0,8,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,8.47611,43.94694,POINT(43.94694 8.47611),Ethiopia,0,6,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,9.30944,42.12583,POINT(42.12583 9.30944),Ethiopia,0,30,0
2002,1,329,Ethiopia:Ogaden,Government of Ethiopia - ONLF,Government of Ethiopia,ONLF,9.325278,43.050556,POINT(43.050556 9.325278),Ethiopia,0,27,0
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.5,-9.5,POINT(-9.5 6.5),Liberia,200,200,200
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.53,-10.351667,POINT(-10.351667 6.53),Liberia,3,3,3
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.617222,-10.706667,POINT(-10.706667 6.617222),Liberia,24,24,24
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.694167,-10.874444,POINT(-10.874444 6.694167),Liberia,6,6,6
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.694194,-10.87444,POINT(-10.87444 6.694194),Liberia,15,15,15
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.815833,-11.135833,POINT(-11.135833 6.815833),Liberia,3,3,3
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,2,2,2
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,2,2,2
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,2,2,2
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,1,1,1
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,5,5,5
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,5,5,5
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,1,1,1
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.870833,-10.817222,POINT(-10.817222 6.870833),Liberia,12,12,12
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.995556,-9.472222,POINT(-9.472222 6.995556),Liberia,66,66,66
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.995556,-9.472222,POINT(-9.472222 6.995556),Liberia,101,101,0
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,6.995556,-9.472222,POINT(-9.472222 6.995556),Liberia,25,50,25
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,7.074722,-10.877777,POINT(-10.877777 7.074722),Liberia,7,7,7
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,7.779444,-9.430278,POINT(-9.430278 7.779444),Liberia,3,3,3
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,7.916667,-10,POINT(-10 7.916667),Liberia,2,2,2
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,8.28694,-10.08444,POINT(-10.08444 8.28694),Liberia,1,1,1
2002,1,341,Liberia:Government,Government of Liberia - LURD,Government of Liberia,LURD,8.421944,-9.747778,POINT(-9.747778 8.421944),Liberia,1,1,1
