sitecode,name,designate,area_sqkm,subreg,ccode,stateprov,active,geometry
AKG,Akagera,National Park,1080,FE,rw,,t,"<Polygon><outerBoundaryIs><LinearRing><coordinates>30.57187,-1.3373 30.61264,-1.34712 30.62869,-1.38178 30.67847,-1.39117 30.67871,-1.39204 30.67904,-1.39299 30.68051,-1.3945 30.68234,-1.39466 30.68443,-1.39593 30.68508,-1.39615 30.73533,-1.44639 30.7356,-1.44637 30.73602,-1.44498 30.73608,-1.44424 30.73646,-1.44337 30.73684,-1.44262 30.7374,-1.44233 30.73811,-1.44257 30.73804,-1.44354 30.7386,-1.44492 30.7394,-1.44622 30.73964,-1.44665 30.74004,-1.44784 30.74045,-1.44969 30.74029,-1.45038 30.73999,-1.45119 30.73894,-1.45182 30.73835,-1.45252 30.74377,-1.51419 30.74483,-1.51577 30.74513,-1.51921 30.83881,-1.64816 30.8386,-1.64871 30.83797,-1.64964 30.83783,-1.6513 30.83804,-1.65153 30.82094,-1.69037 30.82091,-1.6927 30.82106,-1.69478 30.82129,-1.69578 30.82153,-1.69769 30.82183,-1.69956 30.82174,-1.70036 30.82176,-1.70169 30.8217,-1.70305 30.82074,-1.70595 30.82555,-1.74948 30.83028,-1.80819 30.83031,-1.80878 30.82992,-1.80903 30.82947,-1.80972 30.8294,-1.81029 30.83055,-1.81152 30.82776,-1.82191 30.81867,-1.8623 30.81017,-1.87631 30.80657,-1.88308 30.80567,-1.88308 30.80477,-1.88534 30.80567,-1.8867 30.80567,-1.89212 30.80527,-1.89393 30.80437,-1.89483 30.80207,-1.89483 30.79937,-1.89347 30.79757,-1.89347 30.79397,-1.89572 30.79127,-1.89979 30.78997,-1.89978 30.78677,-1.89933 30.78547,-1.89842 30.78497,-1.89616 30.78587,-1.89481 30.78727,-1.89391 30.78727,-1.893 30.78637,-1.88712 30.78367,-1.88215 30.78237,-1.88169 30.78147,-1.88215 30.78057,-1.8835 30.78147,-1.88486 30.78007,-1.88757 30.77827,-1.88847 30.77607,-1.89118 30.77427,-1.89524 30.77377,-1.89841 30.77427,-1.89931 30.77827,-1.90835 30.77597,-1.9097 30.77287,-1.91331 30.77197,-1.91376 30.77107,-1.91242 30.76837,-1.91105 30.76747,-1.91105 30.76617,-1.9133 30.76477,-1.91827 30.76567,-1.92144 30.76747,-1.92461 30.76697,-1.92506 30.76477,-1.92551 30.76297,-1.92641 30.76207,-1.92641 30.76117,-1.9255 30.76077,-1.92369 30.75717,-1.91917 30.75627,-1.91872 30.75447,-1.92007 30.75307,-1.92188 30.75217,-1.92187 30.75127,-1.92097 30.75127,-1.92865 30.75217,-1.93091 30.75177,-1.93363 30.75217,-1.93453 30.75127,-1.93453 30.74457,-1.93344 30.74317,-1.93407 30.74227,-1.93542 30.74227,-1.93633 30.74367,-1.93994 30.74497,-1.94266 30.74497,-1.94311 30.74137,-1.9431 30.73917,-1.94536 30.73777,-1.94807 30.73737,-1.95304 30.73867,-1.95621 30.73817,-1.95666 30.73547,-1.9562 30.73467,-1.9562 30.73287,-1.95711 30.73057,-1.95801 30.72927,-1.95891 30.72917,-1.96433 30.72787,-1.96117 30.71747,-1.95902 30.71667,-1.95885 30.71517,-1.95807 30.71327,-1.95815 30.71197,-1.95709 30.71017,-1.95629 30.70907,-1.95582 30.70547,-1.95494 30.70417,-1.95415 30.70297,-1.95293 30.70137,-1.95231 30.70007,-1.95185 30.69827,-1.95018 30.69627,-1.94991 30.69487,-1.94939 30.69307,-1.94932 30.69057,-1.9493 30.68787,-1.94865 30.68667,-1.94661 30.68767,-1.94518 30.68967,-1.94151 30.69017,-1.93823 30.69067,-1.93617 30.69167,-1.93507 30.69277,-1.93266 30.69347,-1.93091 30.69447,-1.9302 30.69597,-1.92821 30.69687,-1.92628 30.69677,-1.92457 30.69637,-1.92297 30.69727,-1.92131 30.69777,-1.92016 30.69827,-1.91846 30.69807,-1.91688 30.69747,-1.91465 30.69667,-1.91306 30.69627,-1.91299 30.69437,-1.91181 30.69447,-1.91071 30.69287,-1.90986 30.69267,-1.909 30.69297,-1.90882 30.69357,-1.90789 30.69397,-1.9068 30.69417,-1.90558 30.69367,-1.90473 30.69297,-1.90406 30.69287,-1.90223 30.69277,-1.90071 30.69257,-1.89897 30.69627,-1.89659 30.69847,-1.89636 30.70077,-1.89507 30.70157,-1.89329 30.70127,-1.89142 30.70077,-1.88964 30.69927,-1.88785 30.69607,-1.88627 30.69537,-1.88517 30.69567,-1.8835 30.69607,-1.88145 30.69527,-1.87963 30.69627,-1.87703 30.69777,-1.87772 30.69777,-1.87652 30.69707,-1.87493 30.69747,-1.8719 30.69567,-1.86854 30.69697,-1.86631 30.69827,-1.86321 30.70127,-1.86048 30.70587,-1.85963 30.70957,-1.86032 30.71267,-1.86002 30.71397,-1.85647 30.71387,-1.85492 30.71257,-1.85367 30.71067,-1.85254 30.70857,-1.8541 30.70637,-1.8556 30.70507,-1.85524 30.70367,-1.85548 30.70067,-1.85256 30.70067,-1.85088 30.70147,-1.84944 30.70187,-1.84748 30.70187,-1.84599 30.70197,-1.84456 30.70077,-1.8409 30.70027,-1.83875 30.69947,-1.8365 30.69757,-1.83341 30.69877,-1.8314 30.69697,-1.82827 30.69637,-1.82696 30.69507,-1.82508 30.69377,-1.82483 30.69247,-1.82335 30.69357,-1.82239 30.69527,-1.82073 30.69667,-1.81744 30.69627,-1.81661 30.69647,-1.81579 30.69717,-1.81386 30.69777,-1.8118 30.69797,-1.81068 30.69797,-1.80994 30.69807,-1.80882 30.69887,-1.80787 30.69897,-1.80561 30.69917,-1.80355 30.69977,-1.80102 30.69967,-1.79986 30.69927,-1.79665 30.69947,-1.79508 30.69927,-1.79311 30.69997,-1.79174 30.70097,-1.78934 30.70107,-1.78702 30.70037,-1.78526 30.69987,-1.78326 30.69997,-1.78194 30.69987,-1.78005 30.69947,-1.77791 30.69907,-1.77634 30.69707,-1.77374 30.69567,-1.77024 30.69347,-1.76683 30.69187,-1.76564 30.68957,-1.76521 30.68787,-1.7647 30.68627,-1.76456 30.68427,-1.76424 30.68357,-1.76402 30.68247,-1.76388 30.68147,-1.76406 30.68047,-1.76361 30.67897,-1.76273 30.67747,-1.76159 30.67617,-1.76066 30.67477,-1.75893 30.67467,-1.75766 30.67407,-1.75567 30.67437,-1.75316 30.67457,-1.75041 30.67377,-1.74889 30.67327,-1.74781 30.67257,-1.74658 30.67237,-1.74548 30.67237,-1.74374 30.67217,-1.74157 30.67147,-1.74039 30.67037,-1.73897 30.66927,-1.73796 30.66897,-1.7354 30.66827,-1.7335 30.66677,-1.73158 30.66617,-1.73123 30.66767,-1.72886 30.66887,-1.72686 30.66757,-1.72465 30.66487,-1.72299 30.66327,-1.72231 30.66257,-1.71989 30.66127,-1.71821 30.66107,-1.7173 30.66087,-1.71477 30.65977,-1.71298 30.65897,-1.71148 30.65887,-1.7107 30.65867,-1.70867 30.65837,-1.70671 30.65907,-1.70498 30.65917,-1.70343 30.65907,-1.70217 30.65877,-1.70076 30.65637,-1.69883 30.65487,-1.69853 30.65417,-1.69706 30.65377,-1.69554 30.65307,-1.69394 30.65287,-1.69248 30.65207,-1.69063 30.65207,-1.68951 30.65127,-1.68797 30.65067,-1.68682 30.65047,-1.68448 30.64897,-1.68246 30.64757,-1.68035 30.64747,-1.67891 30.64767,-1.67643 30.64727,-1.67464 30.64627,-1.67363 30.64607,-1.67175 30.64637,-1.67007 30.64617,-1.66889 30.64387,-1.66767 30.64467,-1.66667 30.64477,-1.66396 30.64467,-1.66201 30.64477,-1.65959 30.64647,-1.65908 30.64737,-1.65806 30.64867,-1.65707 30.64987,-1.65626 30.65157,-1.65477 30.65347,-1.65424 30.65437,-1.6527 30.65487,-1.65095 30.65467,-1.64954 30.65517,-1.64715 30.65437,-1.64574 30.65417,-1.64355 30.65407,-1.64181 30.65137,-1.64106 30.65027,-1.6396 30.64927,-1.63818 30.64707,-1.63691 30.64527,-1.63437 30.64497,-1.63095 30.64497,-1.62825 30.64567,-1.62544 30.64627,-1.62346 30.64677,-1.62206 30.64697,-1.6208 30.64697,-1.61904 30.64717,-1.61759 30.64717,-1.61585 30.64677,-1.61452 30.64647,-1.6137 30.64617,-1.61201 30.64647,-1.61121 30.64657,-1.60929 30.64677,-1.60819 30.64657,-1.60641 30.64607,-1.60489 30.64587,-1.6033 30.64487,-1.60146 30.64387,-1.59891 30.64387,-1.59836 30.64337,-1.59665 30.64177,-1.5954 30.64017,-1.5944 30.63887,-1.59251 30.63787,-1.59053 30.63727,-1.58893 30.63647,-1.58709 30.63557,-1.5857 30.63397,-1.58363 30.63387,-1.5823 30.63207,-1.58124 30.63157,-1.57959 30.63117,-1.57766 30.63127,-1.57576 30.63117,-1.5742 30.63037,-1.57256 30.63067,-1.57101 30.63097,-1.56937 30.63247,-1.5667 30.63287,-1.56277 30.63347,-1.56042 30.63307,-1.55882 30.63217,-1.55758 30.63067,-1.55631 30.62907,-1.55524 30.62757,-1.55405 30.62597,-1.55338 30.62467,-1.55149 30.62397,-1.55032 30.62367,-1.54877 30.62337,-1.547 30.62347,-1.5456 30.62397,-1.54509 30.62187,-1.54212 30.61997,-1.54147 30.61827,-1.54055 30.61657,-1.53998 30.61567,-1.5391 30.61387,-1.53771 30.61167,-1.53714 30.61047,-1.53647 30.60897,-1.53569 30.61007,-1.5337 30.61057,-1.53188 30.61117,-1.52899 30.61177,-1.52434 30.61107,-1.52167 30.61107,-1.52019 30.61117,-1.5193 30.60947,-1.51853 30.60817,-1.51804 30.60687,-1.5169 30.60577,-1.51683 30.60497,-1.51602 30.60427,-1.51497 30.60307,-1.51356 30.60247,-1.51178 30.60187,-1.5103 30.60117,-1.50837 30.59997,-1.50677 30.59897,-1.5055 30.59817,-1.50392 30.59747,-1.50261 30.59577,-1.49931 30.59387,-1.49701 30.59307,-1.4974 30.59237,-1.49665 30.59207,-1.49619 30.59057,-1.49473 30.58947,-1.49276 30.58887,-1.49165 30.58717,-1.49084 30.58517,-1.49086 30.58407,-1.49013 30.58247,-1.48893 30.58177,-1.48768 30.58007,-1.48611 30.57917,-1.48496 30.57757,-1.4834 30.57617,-1.48158 30.57597,-1.48063 30.57447,-1.4791 30.57437,-1.47724 30.57347,-1.47515 30.57287,-1.47389 30.57177,-1.47233 30.57008,-1.47255 30.56818,-1.4722 30.56718,-1.47146 30.56508,-1.47049 30.56418,-1.46921 30.56258,-1.46838 30.56178,-1.46647 30.55988,-1.46524 30.55808,-1.46486 30.55828,-1.4625 30.55798,-1.46106 30.55828,-1.45887 30.55808,-1.45666 30.55777,-1.4551 30.55788,-1.45438 30.55578,-1.45389 30.55388,-1.4528 30.55356,-1.45171 30.55198,-1.44963 30.55128,-1.44846 30.55007,-1.44784 30.54838,-1.44664 30.54728,-1.44504 30.54538,-1.44377 30.54488,-1.4431 30.54458,-1.44145 30.54418,-1.43965 30.54548,-1.43812 30.54678,-1.43714 30.54798,-1.43597 30.54978,-1.43509 30.55168,-1.43489 30.55208,-1.43348 30.55278,-1.43179 30.55298,-1.43047 30.55248,-1.42886 30.55237,-1.4267 30.55317,-1.4234 30.55308,-1.42208 30.55278,-1.41993 30.55328,-1.4184 30.55409,-1.41601 30.55438,-1.41431 30.55528,-1.413 30.55588,-1.41088 30.55588,-1.40992 30.55798,-1.40881 30.55907,-1.40689 30.56098,-1.40551 30.56188,-1.40527 30.56428,-1.40455 30.56497,-1.40278 30.56677,-1.40148 30.56827,-1.4019 30.56777,-1.39379 30.56817,-1.39198 30.56907,-1.39108 30.56997,-1.39063 30.57227,-1.39108 30.57087,-1.38475 30.56827,-1.37842 30.56468,-1.373 30.56418,-1.35989 30.56378,-1.35944 30.56328,-1.35853 30.56288,-1.35763 30.56288,-1.35582 30.56378,-1.35492 30.56597,-1.34046 30.57187,-1.3373</coordinates></LinearRing></outerBoundaryIs></Polygon>"
SCH,Samtse,Forest Division,1500,SS,bt,,t,"<Polygon><outerBoundaryIs><LinearRing><coordinates>89.08457,26.88562 89.10921,26.88445 89.14193,26.87764 89.18147,26.87627 89.20192,26.87627 89.22237,26.87355 89.25236,26.86673 89.27145,26.86264 89.29998,26.85083 89.27617,26.83152 89.22083,26.81472 89.2,26.81388 89.15965,26.81901 89.12608,26.82361 89.10631,26.83257 89.09332,26.85833 89.08457,26.88562</coordinates></LinearRing></outerBoundaryIs></Polygon>"
WAZ,Waza,National Park,1407,FC,cm,,t,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.51741,11.13894 14.50624,11.15543 14.50488,11.15998 14.5028,11.16419 14.50211,11.16663 14.50008,11.17502 14.49906,11.17887 14.49874,11.18201 14.49771,11.18551 14.49705,11.1897 14.49637,11.19215 14.49645,11.19948 14.49578,11.20261 14.49545,11.20506 14.49514,11.20856 14.49518,11.21204 14.49414,11.21484 14.49382,11.21764 14.49278,11.22008 14.49034,11.22359 14.48788,11.2264 14.48507,11.22853 14.4819,11.23065 14.48014,11.23206 14.47768,11.23417 14.47521,11.2356 14.47135,11.23912 14.46819,11.24264 14.46644,11.24475 14.46505,11.2472 14.46297,11.2521 14.46229,11.25489 14.46197,11.25769 14.46235,11.26013 14.46203,11.26327 14.46279,11.2678 14.46283,11.27164 14.46251,11.27443 14.46185,11.27897 14.46188,11.28176 14.46157,11.28595 14.4616,11.28839 14.46128,11.29118 14.46131,11.29398 14.46099,11.29781 14.46067,11.30026 14.46106,11.30375 14.46109,11.30688 14.4615,11.31141 14.46189,11.3142 14.46192,11.31699 14.46266,11.32013 14.46395,11.32436 14.4747,11.32921 14.48554,11.3319 14.49814,11.33699 14.51565,11.34758 14.5286,11.35509 14.54051,11.36469 14.54718,11.37051 14.55173,11.37566 14.55664,11.38012 14.55944,11.38114 14.56223,11.38076 14.56608,11.38039 14.57271,11.37724 14.58667,11.37091 14.60449,11.36697 14.62754,11.36403 14.64293,11.36426 14.6583,11.36311 14.66424,11.36375 14.67159,11.36749 14.6772,11.37126 14.67932,11.37712 14.68145,11.38609 14.67936,11.3899 14.66785,11.39587 14.66121,11.3973 14.65597,11.39977 14.64446,11.40607 14.64412,11.4085 14.6494,11.41952 14.65643,11.4326 14.66455,11.45638 14.66529,11.4664 14.66706,11.47365 14.67023,11.48018 14.6741,11.48811 14.68007,11.49601 14.68814,11.50424 14.6948,11.50834 14.70565,11.51067 14.71334,11.51165 14.72592,11.50948 14.74024,11.50661 14.76017,11.50299 14.77658,11.49768 14.7846,11.49381 14.79262,11.48684 14.80098,11.47813 14.8076,11.47116 14.81666,11.46384 14.83305,11.45437 14.8449,11.44391 14.86129,11.43133 14.87628,11.42256 14.89024,11.41554 14.89895,11.4089 14.90592,11.40401 14.9115,11.40016 14.91672,11.39493 14.91985,11.38972 14.9212,11.37795 14.92116,11.36862 14.92253,11.3617 14.92144,11.34926 14.91299,11.33689 14.90387,11.32625 14.89754,11.31765 14.88841,11.30494 14.88487,11.29322 14.88239,11.28356 14.87848,11.26734 14.86899,11.25221 14.85846,11.23951 14.84898,11.22852 14.8367,11.21652 14.82723,11.20588 14.82267,11.20176 14.81355,11.19215 14.80231,11.17565 14.78794,11.16125 14.77811,11.1506 14.7718,11.14374 14.7606,11.13691 14.7557,11.13487 14.7473,11.12906 14.73503,11.1174 14.72241,11.10333 14.70523,11.08687 14.69436,11.07277 14.6912,11.07038 14.68084,11.06115 14.67965,11.06235 14.67754,11.06411 14.6758,11.06622 14.67334,11.06869 14.67019,11.07151 14.66213,11.07962 14.66037,11.08103 14.65827,11.08314 14.65582,11.08526 14.65336,11.08773 14.64985,11.09055 14.63969,11.10077 14.63583,11.10395 14.633,11.10537 14.63125,11.10714 14.62914,11.10855 14.62739,11.10996 14.62457,11.11173 14.62211,11.11385 14.61965,11.11561 14.61719,11.11773 14.61403,11.12021 14.61157,11.12198 14.60911,11.12444 14.60701,11.12656 14.60385,11.12903 14.60174,11.13079 14.59893,11.13326 14.59507,11.13678 14.59332,11.13855 14.59086,11.14032 14.58734,11.14314 14.58418,11.14596 14.58066,11.14844 14.57855,11.14986 14.57644,11.15092 14.57363,11.15339 14.57081,11.15551 14.56588,11.15835 14.56306,11.16012 14.56059,11.16153 14.55564,11.16298 14.55244,11.16231 14.54817,11.16131 14.54603,11.16028 14.54319,11.15996 14.54034,11.15859 14.53748,11.15653 14.53532,11.15446 14.53282,11.15239 14.52996,11.15102 14.51741,11.13894</coordinates></LinearRing></outerBoundaryIs></Polygon>"
CHR,Chirang-Ripu,Elephant Reserve,2600,SS,in,Assam,t,"<Polygon><outerBoundaryIs><LinearRing><coordinates>90.374519,26.901413 90.3717,26.90092 90.36781,26.90195 90.35814,26.90025 90.34834,26.89603 90.34705,26.895 90.34039,26.88955 90.32417,26.86708 90.32342,26.86603 90.31219,26.85853 90.30009,26.85422 90.29728,26.85425 90.28267,26.85433 90.2812,26.85458 90.25677,26.85878 90.25247,26.85953 90.25205,26.85956 90.23678,26.86083 90.23241,26.86092 90.22236,26.85667 90.20597,26.84394 90.19764,26.83539 90.19039,26.82503 90.18494,26.81472 90.18561,26.80511 90.18769,26.79739 90.19036,26.78733 90.19139,26.78347 90.18914,26.77628 90.18475,26.77281 90.17997,26.76906 90.17017,26.76528 90.10911,26.75031 90.07941,26.7452 90.07406,26.74425 90.06497,26.74142 90.045,26.74 90.0,26.7368 89.99431,26.73639 89.94389,26.73022 89.94011,26.73 89.91711,26.72858 89.91319,26.7298 89.90297,26.72967 89.88822,26.7335 89.87695,26.742 89.87364,26.74447 89.86678,26.74725 89.86478,26.74806 89.85586,26.74681 89.85381,26.74192 89.85461,26.73528 89.85683,26.73142 89.86266,26.72131 89.86375,26.71469 89.862904,26.710816 89.862553,26.710834 89.86301,26.700213 89.865296,26.695311 89.870783,26.694494 89.872612,26.690818 89.876728,26.689184 89.879471,26.680604 89.879014,26.672841 89.877185,26.667121 89.875813,26.663852 89.877107,26.659613 89.87627,26.659357 89.874441,26.652001 89.872612,26.643828 89.872155,26.638106 89.869869,26.633201 89.868954,26.629114 89.873527,26.62053 89.875813,26.616033 89.875813,26.60704 89.874441,26.60336 89.879928,26.598863 89.883586,26.595183 89.882215,26.588232 89.888159,26.591095 89.890445,26.587006 89.887702,26.582917 89.889073,26.578827 89.901419,26.568195 89.902791,26.562878 89.902791,26.553062 89.89959,26.546109 89.893188,26.5412 89.887702,26.5367 89.883129,26.53261 89.883586,26.524837 89.880843,26.517063 89.877185,26.512972 89.870783,26.508471 89.862553,26.501924 89.860724,26.497832 89.861181,26.488829 89.861639,26.480234 89.858895,26.477779 89.860724,26.472049 89.86301,26.467137 89.861181,26.461406 89.857066,26.459769 89.868497,26.455266 89.882215,26.448306 89.884044,26.441347 89.904162,26.437662 89.912393,26.446259 89.915136,26.449125 89.943028,26.445031 89.968177,26.446669 89.970463,26.450353 89.96772,26.451172 89.963147,26.455266 89.958575,26.456494 89.951716,26.477369 89.950344,26.489238 89.947601,26.495786 89.939828,26.500696 89.933883,26.50888 89.934341,26.51379 89.925196,26.533019 89.922452,26.534655 89.920623,26.543655 89.922909,26.54979 89.932512,26.556334 89.94943,26.576374 89.954917,26.579236 89.962233,26.585779 89.968634,26.588232 89.968771,26.589827 89.980065,26.581281 89.992868,26.579645 89.996526,26.577601 90.003842,26.580054 90.011158,26.577192 90.040879,26.572693 90.050481,26.575147 90.059169,26.569013 90.069686,26.566968 90.069686,26.564514 90.082488,26.560833 90.087975,26.55388 90.093462,26.551017 90.101235,26.550608 90.103522,26.5457 90.106265,26.539973 90.11541,26.534655 90.130499,26.545291 90.141016,26.55388 90.155191,26.553062 90.160677,26.551017 90.163878,26.54979 90.174395,26.556334 90.179425,26.55797 90.193599,26.569422 90.199543,26.567786 90.206859,26.569013 90.206964,26.569957 90.218748,26.565741 90.222863,26.566968 90.234751,26.565741 90.255327,26.563287 90.267216,26.562469 90.284591,26.561651 90.289621,26.558379 90.300138,26.559606 90.323457,26.555516 90.327572,26.556743 90.330773,26.55388 90.342661,26.553062 90.346777,26.551835 90.356836,26.544473 90.364609,26.548563 90.376955,26.552653 90.392501,26.554289 90.391587,26.559606 90.387472,26.564923 90.374669,26.567786 90.375583,26.57801 90.376498,26.592321 90.383356,26.605404 90.387014,26.61726 90.387929,26.628297 90.385185,26.633201 90.380156,26.636471 90.377412,26.64015 90.38107,26.645054 90.39113,26.652819 90.394788,26.657723 90.397531,26.665895 90.406676,26.665895 90.407114,26.676844 90.407324,26.67686 90.406949,26.679585 90.413992,26.697762 90.41765,26.708383 90.431367,26.714918 90.434111,26.730438 90.441427,26.747588 90.458802,26.759021 90.464289,26.773718 90.46246,26.789229 90.461545,26.810452 90.48075,26.858597 90.416735,26.90509 90.374669,26.901828 90.374519,26.901413</coordinates></LinearRing></outerBoundaryIs></Polygon>"
SHW,Shwe U Daung,Wildlife Sanctuary,207,SE,mm,,t,"<Polygon><outerBoundaryIs><LinearRing><coordinates>96.21108,23.08244 96.22121,23.08444 96.23869,23.08523 96.25536,23.09317 96.28078,23.08523 96.29189,23.08126 96.29904,23.07888 96.3038,23.07491 96.31889,23.06776 96.3316,23.06458 96.3443,23.05744 96.34589,23.05426 96.34589,23.03918 96.34669,23.02329 96.34367,23.01533 96.33795,23.00027 96.33001,22.99391 96.32708,22.98733 96.32603,22.97962 96.32445,22.97247 96.32286,22.96374 96.3173,22.95659 96.31413,22.95024 96.31095,22.94627 96.3046,22.94071 96.30063,22.93912 96.29348,22.93912 96.28157,22.94706 96.27363,22.95182 96.26648,22.95818 96.24663,22.96453 96.23789,22.97168 96.2244,22.98041 96.21249,22.98994 96.18945,22.98994 96.18072,22.98279 96.17516,22.97724 96.16166,22.97565 96.15611,22.97882 96.15531,22.99471 96.16325,23.01615 96.17039,23.02409 96.17834,23.03044 96.1823,23.0352 96.18787,23.04394 96.19183,23.05188 96.19408,23.0545 96.1966,23.05744 96.20057,23.07094 96.20692,23.07411 96.21108,23.08244</coordinates></LinearRing></outerBoundaryIs></Polygon>"
